audited_ref,commit_sha,asset_path,asset_type,size_bytes,git_blob_oid,sha256,asset_class,decision,decision_reason
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/README.md,md,466,7ec4f4113f8a39edec146a653cceee844f4c896e,7b53293d967a0eb23458f30354c05835cea111da4c4dc7efb2d3980e29dd6832,other_data_asset_md,excluded_unselected_asset,已扫描但未被统一数据契约选用。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/README.md,md,5517,f42e60c1835a524c976cffcae819ff840d838130,f3f50a0e7a2723849bdc51e24f89cfe560e922b23aa19f880a2b5d63128509a0,official_supporting_md,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/csv_exports/01_annual_summary_2010_2025.csv,csv,4425,ffa0a50fa5f8e5d18660f5032905915769572ae1,eb337521fef0c7904844e7bc3f690cfa75d736b20e6bbe2fb36db503e70610da,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/csv_exports/02_tourism_observations_2010_2025.csv,csv,11469,d820b8d573afbde28da781fc594852aabe7cd960,eab76c22636610070af81f384a058ee5c98abfc804b40f380a50668650cc85cf,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/csv_exports/03_macro_observations_2010_2025.csv,csv,11799,af7faf4370b3c0343e603c908a93e76301481012,f6cfebf7dd444fa843d3c698bbda21b582577a6c063f59b955f7a0afd3167dff,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/csv_exports/04_related_indicators_2014_2025.csv,csv,8042,7e7e2856ef8d28f8987a8e3b1bc951243f66cfff,26b88347fb5f914eb2072473572fc2370d65f35f5c3a1ce8cff1ccb70383b26c,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/csv_exports/05_source_catalog.csv,csv,16288,c3b38aa1abb0a1f99216b50b474a185b82b40a14,657d07106fe98541fedc4c589dde32bd9115d5a1c274e69bd7257ee60b8e68fc,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/csv_exports/06_data_notes_and_gaps.csv,csv,2524,7c8f7d7d67226c9b5b24f0b2e493d5b2854ec589,89e76ae17a560df48d7150e4623afc6dd700fb0ee6b7a0cc275acb4fe59c2665,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/csv_exports/07_tourism_supply_2012_2024.csv,csv,11877,7ef493aa500ed9e6ed6ed19a89258181347a70bd,490c6b7166da53c2474208b8a07f750bc6eadc18eaddacde366562adb2c40ac4,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/csv_exports/08_supplemental_gap_evidence_2016_2025.csv,csv,2255,9e0a93c0c2e993b8c18cc160ef23498053878b25,6ae5d12a27739de8b8d14d69c5d32336a6b236ba18b021ffaa32a08c8aea7b36,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/csv_exports/README.md,md,880,197a3b2a8bb3ac2256ab0f877e36da9b3eeb36ba,e7d8a45332ca46d7b4014718852f4e801ced58eade7e68135950670213df79fb,official_supporting_md,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/csv_exports/manifest.csv,csv,1061,ca1ebf73d78d5c463c48244d46d32f6fcc10751d,1dc66013496bf2f2100f705f87df882a00d19c440eea2c34cef35f838a4385cf,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/data_preview.png,png,452706,0636f7b2fd4862f19b4472c704c5d4fb5548fe7c,751f3060aeb4bad9e3b351e85587950d8cdfb372cddb6488bb5f7a4858c3f231,preview_or_system_file,excluded_non_tabular_preview,预览或系统文件，不是建模数据。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/official_annual_summary_2010_2025.csv,csv,3849,b8f34de8a51db4588d96234f94af64eeb3011c9e,9660557e72f2b6ea052800f1d2af7974a84633f18141999537038081a40aa905,canonical_annual_targets,canonical_target_truth,唯一目标真值；benchmark 标签逐项由此生成。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/official_macro_observations_2010_2025.csv,csv,11800,1937f4ffc4c65069e1d25de37da997f7dfd155be,4812d97fc687e57862168cbef2a84066b29ab6620474c4366a1dcb811278ff63,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/official_related_observations_2014_2025.csv,csv,8041,74231d66963412378447eed9a48a1c3f87001968,e0a0ad8b3ae9f5b2a49524e169252d7a3d3f82f7cdfc2ef122681cb1add61d71,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/official_tourism_observations_2010_2025.csv,csv,11479,0c48e17493e27c67f1867804810eae3cbb1191b8,727777d900e68a5fd08122f1d9afc6ff46d3f80c7f72ab93c4a098e70c777b08,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/official_tourism_supply_observations_2012_2024.csv,csv,11878,9f2b84009af4a9ce96ba18b3e3c0a8d86800e62f,033f49afe32a598ac7fd827c94f6de61dbb8d9f377b768a406016cef5e75d717,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/sources_preview.png,png,271022,14ab3abb5f3ccf74ad7b0bcd50ec5985494a207f,e0569ee6959bb6b2ab8f3a702ab6f581b7397f90283a178e22b4c26b83c73c3b,preview_or_system_file,excluded_non_tabular_preview,预览或系统文件，不是建模数据。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/supplemental_gap_evidence_2016_2025.csv,csv,2249,4144c75b538bda96126c2eb6814f5e7974833b63,ff5fd5febc8aa7049e743d48d21095a1333751121f4d3763a7f86e345562e90f,official_supporting_csv,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/蓟州区旅游经济数据集_2010-2025.xlsx,xlsx,11504,4ce3eff2eacedcc0e9cb392b8ff90c93532235d8,ee74a556c18cce519fd6233bef39b0c6c763959f707554be44ca191b650f20cb,official_supporting_xlsx,supporting_evidence_not_target_truth,可作追溯或辅助核对；目标标签仍只取 main canonical annual CSV。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/jizhou_tourism_economy/蓟州区旅游经济数据集_2010-2025.xlsx.inspect.ndjson,ndjson,121832,da52e11595990e40e9f116094a46d96d8acbdab9,39464752ee99f5612bacdab8487b3c5c4ac39771abea0761391bd5e935259820,workbook_inspection_log,provenance_evidence_only,工作簿解析审计记录，不直接用于建模。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/metadata/data_dictionary.md,md,3262,09591b4fd08e90a803c0db546504cc51730e90a0,bec830bc3043bded0ce384f6e775c1928b3c3ae7a480248887af39d2b6f2ee95,source_metadata_md,provenance_metadata_only,用于来源追踪和口径解释，不直接用于 benchmark。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/metadata/government_raw_sha256.txt,txt,5784,c13d66c87648fa8111cfda9a1e92c0212cdc2da8,4480a98cce0c8e2d2016e4d938fe487f5f966bb93ad3f8d2eb80656768e56b00,source_metadata_txt,provenance_metadata_only,用于来源追踪和口径解释，不直接用于 benchmark。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/metadata/sources.csv,csv,16288,60a40d4f2267677fec9557a22fedefac28c76eed,3f52f44e1fcf1ef8b55f30bdd5c4301a3b7b1e6cde5dc5cd2ce2806bae9fe5f4,source_metadata_csv,provenance_metadata_only,用于来源追踪和口径解释，不直接用于 benchmark。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/processed/.gitkeep,none,0,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,placeholder,excluded_placeholder,目录占位，不含可用观测。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/.gitkeep,none,0,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,raw_evidence_no_extension,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/data_release_index.html,html,79516,1f5b9cad67a8414926954d807cc3d6ce32eaf637,32464f21d0f76bb70cb3ffd242eaa5ecfd28d870abcd3a6fe420b66bde230b08,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2011.html,html,113889,6e3721794761d5725132ac241165489eb8792591,37173d17dddd03513065b92b2d0fe5910bec31cfff6fb279e49bfeb832a0e70f,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2012.html,html,115565,8ce603be9e75b3c87e469b547df7ed33aec3a5e8,94b0a6261f666f2044120f437b908d5e69fa2777551d622bce8bd9a01f016457,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2015.html,html,114281,60b8ab1e10b9500a110b1b5986fca7cb52daa5e6,9b82d5d8d2148bb4159c82cb53ea803d11a54ac3d76eacc6bf997eb9bd0c5241,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2016.html,html,115984,5e49ccdcf51ccdcd851c73db8061a5008e636381,5700281cc945993f2f77215e7a9c12098954bd86e140c33652a1931ef31110b0,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2017.html,html,130823,98778fbb2e00da3a1f3ab7f3b25f500a7199b1f9,7ebe07684112f440b6e65981aa7287e527dd0469ceaf3f6b9d4d2931e0705c04,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2018.html,html,132624,08cedd5f1fd67d6d6332143b376df33b5db2412e,add395c6860dc001992799d06dae8b2b5d491659ed612aec506cb9de084b2423,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2019.html,html,135086,a7e75f94afa34bcc96cf4cc7d6274f6fa2b3dce3,af9b06607b09e860cae30599624481767bc81a3ab45ce18ef58dfa24f97d8b25,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2020.html,html,135423,ce8da14f7b487f879f667baa15cae3fec91af5db,5b634e6bf73516ecdf7b06aeea26c3ad39279b18bd85c31adadd2249342d9706,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2021.html,html,134294,fab9ab8495d90295a9e7b8208b003db0fa71d379,895e7ba796e59e15c488f3a1721cc09e133621d4670b3e1b0cf2e9ba8e23f8be,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2022.html,html,155034,c83971ff1d0380cf5b073367d3b5f658ea758979,f2b98df17465db5f7c3c43233f3905b7143adff913d3927ea91e13c664c0afed,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2023.html,html,152219,75455d43ead780279a4d34748ccc9f261debf899,16c5a5af81c51e6be40e0a28b19eafbff287aebe9e1805824a7121cf0c12b9bd,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2024.html,html,222530,11cd130b64f0abb2f48006e51d724be38b64031c,352238d6794abb77a2533cde6f94b8cd3d52166bfc71215c7482ecac6ad1c1ac,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2025.html,html,147954,b446a8168c48e70e3931c04a7d51f61bbb43e6ea,a5d2b0ca15e25fe862f0fc42ecf0f84034b40b1ed70ee21915bdca2b2a8c858f,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/government_report_2026.html,html,225574,2567c641dffc9b9330a2fb6646a8aa7475f8b8f1,b8eca509b6c1e174ebb0b0ca2cbf6acb813d071a253ade742bb862a1b1fd55bc,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/historical_official_cache_evidence.md,md,2022,ee6f3c39a4e2484b3f5f8215a8d837d1dbed1cee,bb9b9cd87bd4d209e87de5d75a8ae62302dfe8c2c9a9ebd75bc722247485e054,raw_evidence_md,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/jizhou_2019_bulletin_page.html,html,45506,d090fdb4d1891b855e220449cb0ef67b6cb2f205,e1062d5470f689a5bcff74db6c56ec0ec70b251516b149aace68e8f73f942f00,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/jizhou_2020_bulletin_yearbook_page.html,html,40423,fb281ec38e96761817cfe42abcc29a9a489d9742,ef48f945200637a975946b9092fee88e28210640717595fdbf163a08defca565,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/jizhou_2021_yearbook_page.html,html,230713,c06aeaf5c863522156d9411944969653a8c012c4,ea78c0bf41803b38f94df5aa85d274fae721a87d1e72c194b4ceb6adfc31d421,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/jizhou_2022_yearbook_page.html,html,55269,e267f9802ef7038051a511e69bc9d4fd0493204f,5dae5c46b380e9053bf834d6bdc4ddc71b888ee16f3adbc36541ece1babf67f0,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
main,579333d9746a9cd0e12877bbcfbac4721f3ed33b,data/raw/government/jizhou_2023_yearbook_page.html,html,133903,b8335c65c32c1859b56e93daaca6dee51ec53111,498955ebc9e6a12816f6e83da08c69ecd73aaf8d3932309a0df02896b0f4ea8d,raw_evidence_html,provenance_evidence_only,保留来源证据，不直接成为统一目标标签。
